item_id,verb_stem,distance_bucket,n_intervening_tokens,context_sentence,correct_prefix,distractor_prefixes,full_original_sentence,intervening_text,sent_id,source_file
243,sehen,short,0,Der Übernahmevertrag sieht,vor,ab;aus,"Der Übernahmevertrag sieht vor , dass Atmel in dem Werk Anlagen zur Herstellung von Flash-Speicherchips und Mikrocontrollern in 0,18-µm-Strukturen für CMOS- , BiCMOS- und SiGe-Prozesse installiert .",,hdt-s43613,de_hdt-ud-train-a-1.conllu
244,sehen,short,2,Sieht ganz so,aus,hinweg;vor,"Sieht ganz so aus , als ob die Gleichberechtigung nun wirklich Einzug in die Computerwelt halten würde oder bislang unbemerkt vollzogen wurde .",ganz so,hdt-s14773,de_hdt-ud-test.conllu
245,sehen,short,0,Der Desktop-Rechner sieht,aus,an;zu,Der Desktop-Rechner sieht aus wie eine graue Version des iMac und soll laut Gateway unter 500 US-Dollar kosten .,,hdt-s132215,de_hdt-ud-train-b-1.conllu
246,sehen,medium,7,So sieht es zumindest nach einer Börsenpflichtmitteilung des Unternehmens,aus,gegenüber;vor,So sieht es zumindest nach einer Börsenpflichtmitteilung des Unternehmens aus .,es zumindest nach einer Börsenpflichtmitteilung des Unternehmens,hdt-s21089,de_hdt-ud-train-a-1.conllu
247,sehen,medium,5,Das erste Modell sieht einen Jahresbeitrag von 69 Mark,vor,hinweg;gegenüber,"Das erste Modell sieht einen Jahresbeitrag von 69 Mark vor , während im Normaltarif jährlich 118,80 Mark anfallen .",einen Jahresbeitrag von 69 Mark,hdt-s42,de_hdt-ud-dev.conllu
248,sehen,medium,3,Schon der Finanzbericht für das dritte Quartal sah nicht besonders rosig,aus,vor;zu,Schon der Finanzbericht für das dritte Quartal sah nicht besonders rosig aus :,nicht besonders rosig,hdt-s133060,de_hdt-ud-train-b-1.conllu
249,sehen,medium,3,Anders sieht das bei Notebooks,aus,hinweg;vor,"Anders sieht das bei Notebooks aus , hier soll in 3 Jahren ein System marktreif sein .",das bei Notebooks,hdt-s157074,de_hdt-ud-train-b-1.conllu
250,sehen,medium,3,Das Unternehmen werde es auf eine gerichtliche Auseinandersetzung ankommen lassen und sehe dieser mit Ruhe,entgegen,hinweg;vor,Das Unternehmen werde es auf eine gerichtliche Auseinandersetzung ankommen lassen und sehe dieser mit Ruhe entgegen .,dieser mit Ruhe,hdt-s166871,de_hdt-ud-train-b-2.conllu
251,sehen,long,18,"Demgegenüber sehen die 9 Prozent Marktanteil der großen drei Pocket-PC-Hersteller ( Compaq , HP und Casio ) doch recht mager",aus,vor;um,"Demgegenüber sehen die 9 Prozent Marktanteil der großen drei Pocket-PC-Hersteller ( Compaq , HP und Casio ) doch recht mager aus .","die 9 Prozent Marktanteil der großen drei Pocket-PC-Hersteller ( Compaq , HP und Casio ) doch recht mager",hdt-s68084,de_hdt-ud-train-a-2.conllu
252,sehen,long,11,"Solange die Querelen andauern , werden die Endkunden auf die Kabel-Highspeed-Anschlüsse weiter warten müssen - sieht man von wenigen Glücklichen wie beispielsweise in Memmingen oder in Berlin",ab,zu;entgegen,"Solange die Querelen andauern , werden die Endkunden auf die Kabel-Highspeed-Anschlüsse weiter warten müssen - sieht man von wenigen Glücklichen wie beispielsweise in Memmingen oder in Berlin ab .",man von wenigen Glücklichen wie beispielsweise in Memmingen oder in Berlin,hdt-s147082,de_hdt-ud-train-b-1.conllu
253,sehen,long,10,Das Rechtsabkommen in der Fassung von dem 15. Mai sieht in Artikel 17 bis 22 Regelungen zu der grenzüberschreitenden Kommunikationsüberwachung,vor,voraus;ein,Das Rechtsabkommen in der Fassung vom 15. Mai sieht in Artikel 17 bis 22 Regelungen zur grenzüberschreitenden Kommunikationsüberwachung vor .,in Artikel 17 bis 22 Regelungen zu der grenzüberschreitenden Kommunikationsüberwachung,hdt-s101901,de_hdt-ud-train-a-2.conllu
254,sehen,long,19,"Als kritisch sah er die "" Pufferung "" beziehungsweise Speicherung der abgehörten Telekommunikationsinhalte vor der Übermittlung an die "" berechtigte Stelle """,an,vor;voraus,"Als kritisch sah er die "" Pufferung "" beziehungsweise Speicherung der abgehörten Telekommunikationsinhalte vor der Übermittlung an die "" berechtigte Stelle "" an .","er die "" Pufferung "" beziehungsweise Speicherung der abgehörten Telekommunikationsinhalte vor der Übermittlung an die "" berechtigte Stelle """,hdt-s194334,de_hdt-ud-train-b-2.conllu
255,sehen,long,10,"Wann erneut umgestellt wird , konnte Seibel nicht sagen , der Update-Plan sehe aber zu der Sicherheit "" ausreichend "" Tage an Reserve",vor,ab;ein,"Wann erneut umgestellt wird , konnte Seibel nicht sagen , der Update-Plan sehe aber zur Sicherheit "" ausreichend "" Tage an Reserve vor .","aber zu der Sicherheit "" ausreichend "" Tage an Reserve",hdt-s75399,de_hdt-ud-train-a-2.conllu
